ZaporednaStevilkaPN;KlasifikacijaNesrece;UpravnaEnotaStoritve;DatumPN;UraPN;VNaselju;Lokacija;VrstaCesteNaselja;SifraCesteNaselja;TekstCesteNaselja;SifraOdsekaUlice;TekstOdsekaUlice;StacionazaDogodka;OpisKraja;VzrokNesrece;TipNesrece;VremenskeOkoliscine;StanjePrometa;StanjeVozisca;VrstaVozisca;GeoKoordinataX;GeoKoordinataY;ZaporednaStevilkaOsebeVPN;Povzrocitelj;Starost;Spol;UEStalnegaPrebivalisca;Drzavljanstvo;PoskodbaUdelezenca;VrstaUdelezenca;UporabaVarnostnegaPasu;VozniskiStazVLetih;VozniskiStazVMesecih;VrednostAlkotesta;VrednostStrokovnegaPregleda
34;Z MATERIALNO ŠKODO;DOMŽALE;04.01.2025;14;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;06131;TRZIN;00004;LJUBLJANSKA CESTA;28;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;109831;465828;2;UDELEŽENEC;22;MOŠKI;;BOSNA IN HERCEGOVINA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;02;10;,00;,00
35;Z MATERIALNO ŠKODO;ILIRSKA BISTRICA;04.01.2025;15;NE;CESTA;LOKALNA CESTA;12103;ŽELEŽ.POSTAJA-KILOVÈE;0;NI ODSEKOV;1;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;PREVRNITEV VOZILA;JASNO;REDEK;SUHO;ASFALT;53051;436597;1;POVZROÈITELJ;55;MOŠKI;ILIRSKA BISTRICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;36;09;,00;,00
36;Z MATERIALNO ŠKODO;JESENICE;04.01.2025;19;NE;CESTA;REGIONALNA CESTA II. REDA;00452;HRUŠICA-JAVORNIK-ÈRNIVEC;00206;JAVORNIK-ŽIROVNICA;5000;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;TRÈENJE V OBJEKT;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;140977;433352;1;POVZROÈITELJ;20;MOŠKI;JESENICE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;00;11;,00;,00
37;Z MATERIALNO ŠKODO;LJUBLJANA;05.01.2025;1;NE;CESTA;HITRA CESTA;000H3;LJ ZADOBROVA-KOSEZE;00085;LJ ZADOBROVA-ŠMARTINSKA;1300;CESTA;NEPRILAGOJENA HITROST;NALETNO TRÈENJE;MEGLA;REDEK;MOKRO;ASFALT;103376;465454;1;POVZROÈITELJ;41;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;14;08;,00;,00
37;Z MATERIALNO ŠKODO;LJUBLJANA;05.01.2025;1;NE;CESTA;HITRA CESTA;000H3;LJ ZADOBROVA-KOSEZE;00085;LJ ZADOBROVA-ŠMARTINSKA;1300;CESTA;NEPRILAGOJENA HITROST;NALETNO TRÈENJE;MEGLA;REDEK;MOKRO;ASFALT;103376;465454;2;UDELEŽENEC;33;MOŠKI;;ROMUNIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;12;11;,00;,00
38;Z MATERIALNO ŠKODO;LJUBLJANA;04.01.2025;20;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;28016;CESTA DOLOMITSKEGA ODREDA;10;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;REDEK;SUHO;ASFALT;100283;458635;1;POVZROÈITELJ;23;MOŠKI;VRHNIKA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;04;07;,00;,00
38;Z MATERIALNO ŠKODO;LJUBLJANA;04.01.2025;20;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;28016;CESTA DOLOMITSKEGA ODREDA;10;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;REDEK;SUHO;ASFALT;100283;458635;2;UDELEŽENEC;38;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NE;09;09;,00;,00
39;Z MATERIALNO ŠKODO;TOLMIN;04.01.2025;18;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;55109;VOLÈE-TOLMIN;0;NI ODSEKOV;88;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;MAKADAM;116214;400937;1;POVZROÈITELJ;44;MOŠKI;DOMŽALE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;10;11;,00;,00
40;Z MATERIALNO ŠKODO;LJUBLJANA;04.01.2025;14;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;27012;CELOVŠKA CESTA;206;CESTA;NEPRILAGOJENA HITROST;NALETNO TRÈENJE;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;104583;460025;1;POVZROÈITELJ;30;MOŠKI;LJUBLJANA;BOLGARIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;09;02;,00;,00
41;Z LAŽJO TELESNO POŠKODBO;NOVO MESTO;01.01.2025;14;DA;CESTA;REGIONALNA CESTA II. REDA;00419;SOTESKA-NM-ÈATEŽ OB SAVI;01204;NOVO MESTO-ŠENTJERNEJ;14815;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;JASNO;TEKOÈ (NORMALEN);VLAŽNO;ASFALT;78021;525232;1;POVZROÈITELJ;31;ŽENSKI;NOVO MESTO;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;01;05;,00;,00
42;Z MATERIALNO ŠKODO;LJUBLJANA;05.01.2025;15;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;28120;MIRJE;12;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);VLAŽNO;ASFALT;100812;461020;1;POVZROÈITELJ;34;ŽENSKI;;BOSNA IN HERCEGOVINA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;15;07;,00;,00
42;Z MATERIALNO ŠKODO;LJUBLJANA;05.01.2025;15;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;28120;MIRJE;12;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);VLAŽNO;ASFALT;100812;461020;2;UDELEŽENEC;21;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;01;03;,00;,00
43;Z MATERIALNO ŠKODO;POSTOJNA;05.01.2025;13;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;41015;HRENOVICE;0;NI ODSEKOV;41;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;DEŽEVNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;70694;433236;1;UDELEŽENEC;38;MOŠKI;POSTOJNA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;20;03;,00;,00
43;Z MATERIALNO ŠKODO;POSTOJNA;05.01.2025;13;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;41015;HRENOVICE;0;NI ODSEKOV;41;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;DEŽEVNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;70694;433236;2;POVZROÈITELJ;46;MOŠKI;POSTOJNA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;27;04;,14;,00
44;Z MATERIALNO ŠKODO;ŠKOFJA LOKA;05.01.2025;14;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;53117;RAÈEVA;0;NI ODSEKOV;41;CESTA;NEPRAVILNO PREHITEVANJE;OPLAŽENJE;OBLAÈNO;REDEK;SUHO;ASFALT;99613;433608;1;UDELEŽENEC;52;MOŠKI;;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;34;03;,00;,00
45;Z MATERIALNO ŠKODO;LJUBLJANA;05.01.2025;19;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;26239;POT V DOLINO;27;CESTA;OSTALO;TRÈENJE V OBJEKT;NEZNANO;TEKOÈ (NORMALEN);MOKRO;ASFALT;99422;466585;1;POVZROÈITELJ;44;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;0;0;,54;,00
45;Z MATERIALNO ŠKODO;LJUBLJANA;05.01.2025;19;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;26239;POT V DOLINO;27;CESTA;OSTALO;TRÈENJE V OBJEKT;NEZNANO;TEKOÈ (NORMALEN);MOKRO;ASFALT;99422;466585;2;;-1;;;SLOVENIJA;;;;0;0;,00;,00
46;Z MATERIALNO ŠKODO;LJUBLJANA;05.01.2025;21;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;24131;TOLSTOJEVA ULICA;13;KRIŽIŠÈE;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;NEZNANO;NEZNANO;MOKRO;ASFALT;104229;462038;1;POVZROÈITELJ;67;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;23;08;,00;,00
46;Z MATERIALNO ŠKODO;LJUBLJANA;05.01.2025;21;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;24131;TOLSTOJEVA ULICA;13;KRIŽIŠÈE;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;NEZNANO;NEZNANO;MOKRO;ASFALT;104229;462038;2;UDELEŽENEC;20;MOŠKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;01;07;,00;,00
47;Z MATERIALNO ŠKODO;ŽALEC;04.01.2025;21;NE;CESTA;REGIONALNA CESTA II. REDA;00447;MEDLOG-ŽALEC-ŠEMP.-TRZIN;00290;ŠENTRUPERT-LOÈICA;10000;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OSTALO;NEZNANO;REDEK;VLAŽNO;ASFALT;122562;496430;1;POVZROÈITELJ;38;MOŠKI;ŽALEC;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;0;0;1,04;,00
48;Z MATERIALNO ŠKODO;SLOVENSKE KONJICE;02.01.2025;13;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00037;SL.BISTRICA-SL.KONJICE;7500;CESTA;OSTALO;OSTALO;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;134582;537691;1;UDELEŽENEC;39;MOŠKI;;ROMUNIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;20;0;,00;,00
49;S HUDO TELESNO POŠKODBO;RADOVLJICA;05.01.2025;1;NE;CESTA;TURISTIÈNA CESTA;00905;GORJE - KRNICA - JEREKA;01096;KRNICA-MRZLI STUDENEC;3800;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;MEGLA;REDEK;POLEDENELO - NEPOSIPANO;ASFALT;137812;425920;1;UDELEŽENEC;17;MOŠKI;RADOVLJICA;SLOVENIJA;HUDA TELESNA POŠKODBA;POTNIK;NE;0;0;,00;,00
49;S HUDO TELESNO POŠKODBO;RADOVLJICA;05.01.2025;1;NE;CESTA;TURISTIÈNA CESTA;00905;GORJE - KRNICA - JEREKA;01096;KRNICA-MRZLI STUDENEC;3800;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;MEGLA;REDEK;POLEDENELO - NEPOSIPANO;ASFALT;137812;425920;2;POVZROÈITELJ;19;MOŠKI;RADOVLJICA;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;01;06;,00;,00
49;S HUDO TELESNO POŠKODBO;RADOVLJICA;05.01.2025;1;NE;CESTA;TURISTIÈNA CESTA;00905;GORJE - KRNICA - JEREKA;01096;KRNICA-MRZLI STUDENEC;3800;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;MEGLA;REDEK;POLEDENELO - NEPOSIPANO;ASFALT;137812;425920;3;UDELEŽENEC;17;MOŠKI;RADOVLJICA;;BREZ POŠKODBE;POTNIK;NEZNANO;0;0;,00;,00
50;Z LAŽJO TELESNO POŠKODBO;LJUBLJANA;04.01.2025;20;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;28179;ROŽNA DOLINA, CESTA IV;3;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OSTALO;OBLAÈNO;REDEK;SUHO;ASFALT;101034;460253;1;UDELEŽENEC;84;ŽENSKI;LJUBLJANA;SLOVENIJA;LAŽJA TELESNA POŠKODBA;PEŠEC;NE;0;0;,00;,00
51;Z MATERIALNO ŠKODO;LJUBLJANA;06.01.2025;7;NE;CESTA;AVTOCESTA;000A2;KARAVANKE-LJ-NM-OBREŽJE;00620;LJ MALENCE - ŠMARJE-SAP;4000;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;OBLAÈNO;GOST;MOKRO;ASFALT;94913;468352;1;POVZROÈITELJ;26;MOŠKI;GROSUPLJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;04;07;,00;,00
51;Z MATERIALNO ŠKODO;LJUBLJANA;06.01.2025;7;NE;CESTA;AVTOCESTA;000A2;KARAVANKE-LJ-NM-OBREŽJE;00620;LJ MALENCE - ŠMARJE-SAP;4000;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;OBLAÈNO;GOST;MOKRO;ASFALT;94913;468352;2;UDELEŽENEC;57;ŽENSKI;GROSUPLJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;33;03;,00;,00
52;S HUDO TELESNO POŠKODBO;SEŽANA;01.01.2025;3;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;48132;SKOPO;0;NI ODSEKOV;63;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;JASNO;REDEK;SUHO;ASFALT;71086;408753;1;POVZROÈITELJ;15;MOŠKI;SEŽANA;SLOVENIJA;HUDA TELESNA POŠKODBA;VOZNIK ŠTIRIKOLESA;DA;0;0;,00;1,04
53;Z MATERIALNO ŠKODO;LAŠKO;02.01.2025;4;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;20037;LAŠKO;00021;ZDRAVILIŠKA CESTA;4;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;REDEK;SUHO;ASFALT;113370;517945;1;UDELEŽENEC;35;ŽENSKI;LAŠKO;BOSNA IN HERCEGOVINA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;17;03;,00;,00
54;Z MATERIALNO ŠKODO;ŠKOFJA LOKA;06.01.2025;8;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;53149;ŠKOFJA LOKA;00005;FRANKOVO NASELJE;46;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OPLAŽENJE;OBLAÈNO;NEZNANO;OSTALO;ASFALT;114578;448287;1;UDELEŽENEC;43;ŽENSKI;ŠKOFJA LOKA;SLOVENIJA;BREZ POŠKODBE;OSTALO;NEZNANO;04;00;,00;,00
55;Z MATERIALNO ŠKODO;DOMŽALE;06.01.2025;6;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;06062;LUKOVICA PRI DOMŽALAH;00019;KOSESKEGA CESTA;4;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OSTALO;DEŽEVNO;REDEK;MOKRO;ASFALT;113957;475928;1;POVZROÈITELJ;33;MOŠKI;JESENICE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;13;10;,00;,00
55;Z MATERIALNO ŠKODO;DOMŽALE;06.01.2025;6;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;06062;LUKOVICA PRI DOMŽALAH;00019;KOSESKEGA CESTA;4;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OSTALO;DEŽEVNO;REDEK;MOKRO;ASFALT;113957;475928;2;UDELEŽENEC;47;MOŠKI;;ROMUNIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;01;09;,00;,00
56;Z MATERIALNO ŠKODO;LJUBLJANA;05.01.2025;16;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;26272;ULICA MARJE BORŠNIKOVE;9;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;NEZNANO;NEZNANO;MOKRO;ASFALT;103434;464132;1;UDELEŽENEC;42;MOŠKI;;BOSNA IN HERCEGOVINA;BREZ POŠKODBE;OSTALO;NE;0;0;,00;,00
57;Z MATERIALNO ŠKODO;BREŽICE;06.01.2025;5;NE;CESTA;REGIONALNA CESTA;00219;SL.BISTRICA-ÈATEŽ OB SAVI;01242;BIZELJSKO-ÈATEŽ;5190;CESTA;NEPRAVILNO PREHITEVANJE;OPLAŽENJE;JASNO;TEKOÈ (NORMALEN);VLAŽNO;ASFALT;92668;553882;1;POVZROÈITELJ;34;MOŠKI;;HRVAŠKA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;15;03;,00;,00
57;Z MATERIALNO ŠKODO;BREŽICE;06.01.2025;5;NE;CESTA;REGIONALNA CESTA;00219;SL.BISTRICA-ÈATEŽ OB SAVI;01242;BIZELJSKO-ÈATEŽ;5190;CESTA;NEPRAVILNO PREHITEVANJE;OPLAŽENJE;JASNO;TEKOÈ (NORMALEN);VLAŽNO;ASFALT;92668;553882;2;UDELEŽENEC;48;ŽENSKI;;HRVAŠKA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;18;08;,00;,00
58;Z MATERIALNO ŠKODO;LJUBLJANA;06.01.2025;6;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;28167;ŠKOFLJICA;00099;MALNARJEVA CESTA;3;KROŽNO KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;DEŽEVNO;GOST;MOKRO;ASFALT;93385;467051;1;UDELEŽENEC;64;MOŠKI;NOVO MESTO;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;45;11;,00;,00
58;Z MATERIALNO ŠKODO;LJUBLJANA;06.01.2025;6;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;28167;ŠKOFLJICA;00099;MALNARJEVA CESTA;3;KROŽNO KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;DEŽEVNO;GOST;MOKRO;ASFALT;93385;467051;2;UDELEŽENEC;38;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;15;05;,00;,00
59;Z MATERIALNO ŠKODO;LJUBLJANA;06.01.2025;9;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;27019;MEDVODE;00038;PREŠKA CESTA;21;CESTA;OSTALO;TRÈENJE V OBJEKT;DEŽEVNO;REDEK;MOKRO;ASFALT;110547;454329;1;POVZROÈITELJ;60;MOŠKI;;SRBIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;36;08;,00;,00
59;Z MATERIALNO ŠKODO;LJUBLJANA;06.01.2025;9;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;27019;MEDVODE;00038;PREŠKA CESTA;21;CESTA;OSTALO;TRÈENJE V OBJEKT;DEŽEVNO;REDEK;MOKRO;ASFALT;110547;454329;2;UDELEŽENEC;71;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;OSTALO;NEZNANO;0;0;,00;,00
60;Z MATERIALNO ŠKODO;TRŽIÈ;02.01.2025;1;NE;CESTA;GLAVNA CESTA II. REDA;00101;LJUBELJ-BISTRICA-PODTABOR;00232;LJUBELJ-BISTRICA TRŽIÈ;10600;CESTA;NEPRILAGOJENA HITROST;OSTALO;JASNO;TEKOÈ (NORMALEN);VLAŽNO;ASFALT;136675;446649;1;POVZROÈITELJ;36;MOŠKI;KRANJ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;17;05;,44;,00
61;Z MATERIALNO ŠKODO;PESNICA;06.01.2025;9;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;65049;ŠENTILJ V SLOV. GORICAH;00010;MARIBORSKA CESTA;60;CESTA;OSTALO;TRÈENJE V OBJEKT;OBLAÈNO;REDEK;SUHO;ASFALT;170334;550706;1;;-1;;LJUBLJANA;SLOVENIJA;;;;0;0;,00;,00
62;Z MATERIALNO ŠKODO;PESNICA;02.01.2025;11;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;65052;ŠTRIHOVEC;0;NI ODSEKOV;65;KRIŽIŠÈE;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;JASNO;REDEK;SUHO;ASFALT;168533;550677;1;;-1;;MARIBOR;SLOVENIJA;;;;0;0;,00;,00
62;Z MATERIALNO ŠKODO;PESNICA;02.01.2025;11;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;65052;ŠTRIHOVEC;0;NI ODSEKOV;65;KRIŽIŠÈE;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;JASNO;REDEK;SUHO;ASFALT;168533;550677;2;POVZROÈITELJ;36;MOŠKI;ORMOŽ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;16;00;,00;,00
63;Z LAŽJO TELESNO POŠKODBO;PTUJ;01.01.2025;0;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;42135;PTUJ;00220;VINARSKI TRG;10;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;MEGLA;REDEK;MOKRO;ASFALT;142574;567171;1;POVZROÈITELJ;69;MOŠKI;PTUJ;SLOVENIJA;LAŽJA TELESNA POŠKODBA;KOLESAR;NE;0;0;,67;,00
64;Z MATERIALNO ŠKODO;ILIRSKA BISTRICA;02.01.2025;15;NE;CESTA;REGIONALNA CESTA II. REDA;00404;PODGRAD-IL.BISTRICA-PIVKA;01380;IL.BISTRICA-PIVKA;3255;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;OBLAÈNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;50544;440270;1;POVZROÈITELJ;19;ŽENSKI;DOMŽALE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;00;02;,00;,00
64;Z MATERIALNO ŠKODO;ILIRSKA BISTRICA;02.01.2025;15;NE;CESTA;REGIONALNA CESTA II. REDA;00404;PODGRAD-IL.BISTRICA-PIVKA;01380;IL.BISTRICA-PIVKA;3255;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;OBLAÈNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;50544;440270;2;UDELEŽENEC;44;ŽENSKI;PTUJ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;25;11;,00;,00
65;Z MATERIALNO ŠKODO;ŠKOFJA LOKA;06.01.2025;10;NE;CESTA;REGIONALNA CESTA II. REDA;00407;GORENJA VAS - VRHNIKA;01144;GORENJA VAS-LJUBLJANICA;2900;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;OBLAÈNO;REDEK;MOKRO;ASFALT;105271;435156;1;POVZROÈITELJ;39;ŽENSKI;;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;21;00;,00;,00
66;Z MATERIALNO ŠKODO;TRŽIÈ;03.01.2025;19;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;58023;PRISTAVA-TRŽIÈ;00004;PRISTAVŠKA CESTA;103;CESTA;NEPRILAGOJENA HITROST;NALETNO TRÈENJE;NEZNANO;TEKOÈ (NORMALEN);POLEDENELO - NEPOSIPANO;ASFALT;134095;446110;1;UDELEŽENEC;41;MOŠKI;TRŽIÈ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;17;09;,79;,00
66;Z MATERIALNO ŠKODO;TRŽIÈ;03.01.2025;19;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;58023;PRISTAVA-TRŽIÈ;00004;PRISTAVŠKA CESTA;103;CESTA;NEPRILAGOJENA HITROST;NALETNO TRÈENJE;NEZNANO;TEKOÈ (NORMALEN);POLEDENELO - NEPOSIPANO;ASFALT;134095;446110;2;POVZROÈITELJ;58;ŽENSKI;TRŽIÈ;BOSNA IN HERCEGOVINA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;19;03;,00;,00
67;Z MATERIALNO ŠKODO;POSTOJNA;05.01.2025;10;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;41036;PIVKA-PIVKA;00008;POSTOJNSKA CESTA;16;PARKIRNI PROSTOR;OSTALO;BOÈNO TRÈENJE;OBLAÈNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;60774;437486;1;UDELEŽENEC;53;MOŠKI;POSTOJNA;SLOVENIJA;BREZ POŠKODBE;OSTALO;NEZNANO;0;0;,00;,00
68;Z MATERIALNO ŠKODO;LJUBLJANA;06.01.2025;14;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00050;LJ LITIJSKA-MALENCE;500;CESTA;OSTALO;TRÈENJE V OBJEKT;OBLAÈNO;GOST;SUHO;ASFALT;99241;466736;1;POVZROÈITELJ;21;ŽENSKI;NOVO MESTO;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;03;05;,00;,00
69;Z MATERIALNO ŠKODO;GROSUPLJE;06.01.2025;8;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;09047;GROSUPLJE;00015;PARTIZANSKA CESTA;4;CESTA;OSTALO;OPLAŽENJE;JASNO;TEKOÈ (NORMALEN);VLAŽNO;ASFALT;90811;473384;1;UDELEŽENEC;43;ŽENSKI;;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;15;09;,00;,00
