ZaporednaStevilkaPN;KlasifikacijaNesrece;UpravnaEnotaStoritve;DatumPN;UraPN;VNaselju;Lokacija;VrstaCesteNaselja;SifraCesteNaselja;TekstCesteNaselja;SifraOdsekaUlice;TekstOdsekaUlice;StacionazaDogodka;OpisKraja;VzrokNesrece;TipNesrece;VremenskeOkoliscine;StanjePrometa;StanjeVozisca;VrstaVozisca;GeoKoordinataX;GeoKoordinataY;ZaporednaStevilkaOsebeVPN;Povzrocitelj;Starost;Spol;UEStalnegaPrebivalisca;Drzavljanstvo;PoskodbaUdelezenca;VrstaUdelezenca;UporabaVarnostnegaPasu;VozniskiStazVLetih;VozniskiStazVMesecih;VrednostAlkotesta;VrednostStrokovnegaPregleda
2693;Z MATERIALNO ŠKODO;NOVA GORICA;26.02.2026;15;DA;CESTA;REGIONALNA CESTA II. REDA;00402;SOLKAN - GONJAÈE - NEBLO;01465;GONJAÈE-DOBROVO;4520;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;96358;385941;1;POVZROÈITELJ;41;MOŠKI;;KAMERUN;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;21;11;,00;,00
2693;Z MATERIALNO ŠKODO;NOVA GORICA;26.02.2026;15;DA;CESTA;REGIONALNA CESTA II. REDA;00402;SOLKAN - GONJAÈE - NEBLO;01465;GONJAÈE-DOBROVO;4520;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;96358;385941;2;UDELEŽENEC;19;ŽENSKI;NOVA GORICA;SLOVENIJA;BREZ POŠKODBE;KOLESAR;NEZNANO;0;0;,00;,00
2694;Z MATERIALNO ŠKODO;;27.02.2026;10;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00191;PRIKLJUÈEK CELJE ZAHOD;1660;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;REDEK;SUHO;ASFALT;124650;516845;1;UDELEŽENEC;47;MOŠKI;;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;28;08;,00;,00
2694;Z MATERIALNO ŠKODO;;27.02.2026;10;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00191;PRIKLJUÈEK CELJE ZAHOD;1660;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;REDEK;SUHO;ASFALT;124650;516845;2;POVZROÈITELJ;68;MOŠKI;IZDANO V DRUGI DRŽAVI;AVSTRIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;32;11;,00;,00
2695;Z MATERIALNO ŠKODO;;26.02.2026;10;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;02014;BREŽICE;00028;BIZELJSKA CESTA;5;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;REDEK;SUHO;ASFALT;85145;546226;1;UDELEŽENEC;42;MOŠKI;KRŠKO;SLOVENIJA;;OSTALO;;0;0;,00;,00
2695;Z MATERIALNO ŠKODO;;26.02.2026;10;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;02014;BREŽICE;00028;BIZELJSKA CESTA;5;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;REDEK;SUHO;ASFALT;85145;546226;2;POVZROÈITELJ;70;NEZNAN;IZDANO V DRUGI DRŽAVI;HRVAŠKA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;48;03;,00;,00
2696;Z MATERIALNO ŠKODO;;02.03.2026;13;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00631;ŠENTILJ-PESNICA;4000;CESTA;OSTALO;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;167657;549719;1;UDELEŽENEC;-1;;CELJE;SLOVENIJA;;PRAVNA OSEBA;;0;0;,00;,00
2696;Z MATERIALNO ŠKODO;;02.03.2026;13;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00631;ŠENTILJ-PESNICA;4000;CESTA;OSTALO;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;167657;549719;2;POVZROÈITELJ;25;MOŠKI;IZDANO V DRUGI DRŽAVI;BOSNA IN HERCEGOVINA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;03;00;,00;,00
2697;Z MATERIALNO ŠKODO;NOVA GORICA;12.01.2026;18;NE;CESTA;REGIONALNA CESTA;00204;ŠEMPETER-SEŽANA VZHOD;01012;ŠEMPETER-DORNBERK;5400;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;PREVRNITEV VOZILA;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;84676;399428;1;POVZROÈITELJ;33;ŽENSKI;NOVA GORICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;14;07;,00;,00
2698;S SMRTNIM IZIDOM;;27.02.2026;16;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;09119;ŠT. JURIJ;0;NI ODSEKOV;75;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;JASNO;REDEK;SUHO;ASFALT;86980;471133;1;POVZROÈITELJ;45;MOŠKI;GROSUPLJE;SLOVENIJA;SMRT;VOZNIK ŠTIRIKOLESA;DA;00;09;,00;1,42
2699;Z MATERIALNO ŠKODO;;28.02.2026;11;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;06020;DOMŽALE;00076;ŽUPANÈIÈEVA ULICA;6;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;OPLAŽENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;111430;468831;1;UDELEŽENEC;52;MOŠKI;;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;33;2;,00;,00
2699;Z MATERIALNO ŠKODO;;28.02.2026;11;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;06020;DOMŽALE;00076;ŽUPANÈIÈEVA ULICA;6;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;OPLAŽENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;111430;468831;2;POVZROÈITELJ;84;MOŠKI;DOMŽALE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;65;1;,00;,00
2700;Z LAŽJO TELESNO POŠKODBO;DOMŽALE;02.03.2026;5;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00067;TROJANE-BLAGOVICA;1100;PREDOR;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;OBLAÈNO;GOST;SUHO;ASFALT;116524;491371;1;POVZROÈITELJ;36;ŽENSKI;CELJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;15;11;,00;,00
2700;Z LAŽJO TELESNO POŠKODBO;DOMŽALE;02.03.2026;5;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00067;TROJANE-BLAGOVICA;1100;PREDOR;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;OBLAÈNO;GOST;SUHO;ASFALT;116524;491371;2;POVZROÈITELJ;54;MOŠKI;SLOVENSKA BISTRICA;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;35;08;,00;,00
2700;Z LAŽJO TELESNO POŠKODBO;DOMŽALE;02.03.2026;5;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00067;TROJANE-BLAGOVICA;1100;PREDOR;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;OBLAÈNO;GOST;SUHO;ASFALT;116524;491371;3;UDELEŽENEC;49;ŽENSKI;ŽALEC;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;31;03;,00;,00
2700;Z LAŽJO TELESNO POŠKODBO;DOMŽALE;02.03.2026;5;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00067;TROJANE-BLAGOVICA;1100;PREDOR;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;OBLAÈNO;GOST;SUHO;ASFALT;116524;491371;4;UDELEŽENEC;26;ŽENSKI;;SLOVENIJA;LAŽJA TELESNA POŠKODBA;POTNIK;DA;0;0;,00;,00
2700;Z LAŽJO TELESNO POŠKODBO;DOMŽALE;02.03.2026;5;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00067;TROJANE-BLAGOVICA;1100;PREDOR;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;OBLAÈNO;GOST;SUHO;ASFALT;116524;491371;5;UDELEŽENEC;51;ŽENSKI;ŽALEC;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;33;00;,00;,00
2701;S HUDO TELESNO POŠKODBO;;27.02.2026;15;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;38197;MIRNA PEÈ;00014;BREZENCE;8;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;JASNO;REDEK;SUHO;ASFALT;81438;507042;1;UDELEŽENEC;-1;;NOVO MESTO;SLOVENIJA;;PRAVNA OSEBA;;0;0;,00;,00
2701;S HUDO TELESNO POŠKODBO;;27.02.2026;15;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;38197;MIRNA PEÈ;00014;BREZENCE;8;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;JASNO;REDEK;SUHO;ASFALT;81438;507042;2;POVZROÈITELJ;21;MOŠKI;NOVO MESTO;SLOVENIJA;HUDA TELESNA POŠKODBA;VOZNIK MOTORNEGA KOLESA;DA;00;04;,00;,00
2702;Z LAŽJO TELESNO POŠKODBO;;02.03.2026;12;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;38201;NOVO MESTO;00036;LJUBLJANSKA CESTA;28;KRIŽIŠÈE;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;NEZNANO;SUHO;ASFALT;75176;512019;1;POVZROÈITELJ;48;MOŠKI;KRANJ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;30;5;,00;,00
2702;Z LAŽJO TELESNO POŠKODBO;;02.03.2026;12;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;38201;NOVO MESTO;00036;LJUBLJANSKA CESTA;28;KRIŽIŠÈE;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;NEZNANO;SUHO;ASFALT;75176;512019;2;UDELEŽENEC;61;MOŠKI;TREBNJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;36;11;,00;,00
2702;Z LAŽJO TELESNO POŠKODBO;;02.03.2026;12;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;38201;NOVO MESTO;00036;LJUBLJANSKA CESTA;28;KRIŽIŠÈE;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;NEZNANO;SUHO;ASFALT;75176;512019;3;UDELEŽENEC;52;ŽENSKI;TREBNJE;SLOVENIJA;LAŽJA TELESNA POŠKODBA;POTNIK;DA;0;0;,00;,00
2703;Z MATERIALNO ŠKODO;NOVA GORICA;23.01.2026;21;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;37021;BUKOVICA-RENÈE-VOGRSKO;0;NI ODSEKOV;35;CESTA;NEPRILAGOJENA HITROST;OSTALO;DEŽEVNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;84440;396693;1;POVZROÈITELJ;20;MOŠKI;NOVA GORICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;02;03;,00;,00
2704;Z MATERIALNO ŠKODO;TRŽIÈ;20.02.2026;21;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;58026;SENIÈNO;0;NI ODSEKOV;28;CESTA;OSTALO;PREVRNITEV VOZILA;JASNO;REDEK;SUHO;MAKADAM;132332;447451;1;POVZROÈITELJ;33;MOŠKI;TRŽIÈ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;14;00;,00;,00
2705;Z MATERIALNO ŠKODO;;21.02.2026;0;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;42131;PRERAD;0;NI ODSEKOV;45;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;SNEG;REDEK;SNEŽENO - PLUŽENO;ASFALT;145025;578002;1;UDELEŽENEC;65;ŽENSKI;PTUJ;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;44;00;,00;,00
2705;Z MATERIALNO ŠKODO;;21.02.2026;0;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;42131;PRERAD;0;NI ODSEKOV;45;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;SNEG;REDEK;SNEŽENO - PLUŽENO;ASFALT;145025;578002;2;POVZROÈITELJ;68;MOŠKI;PTUJ;SLOVENIJA;BREZ POŠKODBE;VOZNIK TRAKTORJA;DA;43;00;,00;,00
2706;Z MATERIALNO ŠKODO;NOVA GORICA;27.01.2026;11;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;37075;NOVA GORICA;00006;CESTA 25. JUNIJA;1;PARKIRNI PROSTOR;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;91592;395901;1;UDELEŽENEC;35;MOŠKI;NOVA GORICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;18;07;,00;,00
2706;Z MATERIALNO ŠKODO;NOVA GORICA;27.01.2026;11;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;37075;NOVA GORICA;00006;CESTA 25. JUNIJA;1;PARKIRNI PROSTOR;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;91592;395901;2;POVZROÈITELJ;71;MOŠKI;SEŽANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;49;02;,00;,00
2706;Z MATERIALNO ŠKODO;NOVA GORICA;27.01.2026;11;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;37075;NOVA GORICA;00006;CESTA 25. JUNIJA;1;PARKIRNI PROSTOR;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;91592;395901;3;UDELEŽENEC;38;ŽENSKI;;ITALIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NE;21;04;,00;,00
2707;Z MATERIALNO ŠKODO;;04.03.2026;14;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;38201;NOVO MESTO;00166;ŠMARJEŠKA CESTA;6;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;JASNO;GOST;SUHO;ASFALT;75095;513910;1;POVZROÈITELJ;31;ŽENSKI;TREBNJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;4;6;,00;,00
2707;Z MATERIALNO ŠKODO;;04.03.2026;14;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;38201;NOVO MESTO;00166;ŠMARJEŠKA CESTA;6;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;JASNO;GOST;SUHO;ASFALT;75095;513910;2;UDELEŽENEC;25;ŽENSKI;;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;6;2;,00;,00
2708;Z MATERIALNO ŠKODO;CERKNICA;05.03.2026;14;DA;CESTA;REGIONALNA CESTA;00212;UNEC - CERKNICA - ŽLEBIÈ;01118;CERKNICA-BL.POLICA;1240;KOLESAR. ST. ALI PLOÈNIK;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;NEZNANO;SUHO;ASFALT;72677;450760;1;;-1;;CERKNICA;SLOVENIJA;;;;0;0;,00;,00
2708;Z MATERIALNO ŠKODO;CERKNICA;05.03.2026;14;DA;CESTA;REGIONALNA CESTA;00212;UNEC - CERKNICA - ŽLEBIÈ;01118;CERKNICA-BL.POLICA;1240;KOLESAR. ST. ALI PLOÈNIK;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;NEZNANO;SUHO;ASFALT;72677;450760;2;POVZROÈITELJ;56;MOŠKI;AJDOVŠÈINA;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;37;06;,00;,00
2709;Z MATERIALNO ŠKODO;;05.03.2026;15;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00050;LJ LITIJSKA-MALENCE;1850;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;GOST;SUHO;ASFALT;98820;466566;1;POVZROÈITELJ;70;MOŠKI;;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;45;01;,00;,00
2709;Z MATERIALNO ŠKODO;;05.03.2026;15;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00050;LJ LITIJSKA-MALENCE;1850;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;GOST;SUHO;ASFALT;98820;466566;2;UDELEŽENEC;65;MOŠKI;IZDANO V DRUGI DRŽAVI;ÈEŠKA REPUBLIKA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;46;05;,00;,00
2709;Z MATERIALNO ŠKODO;;05.03.2026;15;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00050;LJ LITIJSKA-MALENCE;1850;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;JASNO;GOST;SUHO;ASFALT;98820;466566;3;UDELEŽENEC;48;ŽENSKI;GROSUPLJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;28;04;,00;,00
2710;Z MATERIALNO ŠKODO;;05.03.2026;14;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00056;POSTOJNA-RAZDRTO;1500;CESTA;OSTALO;OPLAŽENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;69198;435906;1;UDELEŽENEC;52;MOŠKI;PTUJ;SRBIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;25;05;,00;,00
2710;Z MATERIALNO ŠKODO;;05.03.2026;14;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00056;POSTOJNA-RAZDRTO;1500;CESTA;OSTALO;OPLAŽENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;69198;435906;2;POVZROÈITELJ;50;MOŠKI;;BOLGARIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;18;06;,00;,00
2711;Z MATERIALNO ŠKODO;RADOVLJICA;05.03.2026;16;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;44034;LESCE;00002;BEGUNJSKA CESTA;10;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;BOÈNO TRÈENJE;JASNO;GOST;SUHO;ASFALT;136081;436252;1;UDELEŽENEC;45;ŽENSKI;RADOVLJICA;SLOVENIJA;BREZ POŠKODBE;OSTALO;NE;0;0;,00;,00
2712;Z MATERIALNO ŠKODO;;04.03.2026;19;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;09145;SPODNJA SLIVNICA;0;NI ODSEKOV;86;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;NEZNANO;NEZNANO;OSTALO;MAKADAM;0;0;1;UDELEŽENEC;29;MOŠKI;GROSUPLJE;BOSNA IN HERCEGOVINA;BREZ POŠKODBE;POTNIK;NEZNANO;0;0;,00;,00
2713;Z MATERIALNO ŠKODO;LJUBLJANA;12.02.2026;11;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;25001;ADAMIÈ-LUNDROVO NABREŽJE;4;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;101441;462106;1;UDELEŽENEC;47;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;OSTALO;NE;0;0;,00;,00
2713;Z MATERIALNO ŠKODO;LJUBLJANA;12.02.2026;11;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;25001;ADAMIÈ-LUNDROVO NABREŽJE;4;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;101441;462106;2;POVZROÈITELJ;22;ŽENSKI;NOVO MESTO;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;0;0;,00;,00
2714;Z MATERIALNO ŠKODO;;04.03.2026;16;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;09038;GLOGOVICA;0;NI ODSEKOV;1;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;0;0;1;POVZROÈITELJ;23;MOŠKI;LITIJA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;3;1;,00;,00
2714;Z MATERIALNO ŠKODO;;04.03.2026;16;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;09038;GLOGOVICA;0;NI ODSEKOV;1;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;0;0;2;UDELEŽENEC;20;MOŠKI;GROSUPLJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;2;6;,00;,00
2715;Z MATERIALNO ŠKODO;LJUBLJANA;04.03.2026;14;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;25094;MASARYKOVA CESTA;23;KRIŽIŠÈE;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;102054;462778;1;POVZROÈITELJ;60;MOŠKI;DOMŽALE;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;0;0;,00;,00
2715;Z MATERIALNO ŠKODO;LJUBLJANA;04.03.2026;14;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;25094;MASARYKOVA CESTA;23;KRIŽIŠÈE;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;102054;462778;2;UDELEŽENEC;63;MOŠKI;BREŽICE;SLOVENIJA;BREZ POŠKODBE;VOZNIK AVTOBUSA;DA;0;0;,00;,00
2716;Z MATERIALNO ŠKODO;IZOLA;05.03.2026;18;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;13005;JAGODJE;00001;CESTA V JAGODJE;2;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;REDEK;SUHO;ASFALT;44208;394606;1;UDELEŽENEC;37;MOŠKI;KOPER;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;0;0;,00;,00
2716;Z MATERIALNO ŠKODO;IZOLA;05.03.2026;18;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;13005;JAGODJE;00001;CESTA V JAGODJE;2;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;REDEK;SUHO;ASFALT;44208;394606;2;POVZROÈITELJ;85;ŽENSKI;PIRAN;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;55;05;,00;,00
2717;Z MATERIALNO ŠKODO;JESENICE;05.03.2026;20;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;14025;SMOKUÈ;0;NI ODSEKOV;17;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OSTALO;JASNO;TEKOÈ (NORMALEN);SUHO;MAKADAM;139039;435861;1;POVZROÈITELJ;20;MOŠKI;RADOVLJICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;02;02;,00;,00
2718;Z MATERIALNO ŠKODO;;05.03.2026;20;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;24281;ŠTAJERSKA CESTA;2;KRIŽIŠÈE;OSTALO;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;107328;464778;1;POVZROÈITELJ;48;ŽENSKI;;SLOVENIJA;;VOZNIK OSEBNEGA AVTOMOBILA;;28;11;,00;,00
2718;Z MATERIALNO ŠKODO;;05.03.2026;20;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;24281;ŠTAJERSKA CESTA;2;KRIŽIŠÈE;OSTALO;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SUHO;ASFALT;107328;464778;2;POVZROÈITELJ;22;ŽENSKI;;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;04;02;,00;,00
2719;Z MATERIALNO ŠKODO;;26.02.2026;16;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00046;DOMŽALE-ŠENTJAKOB;4748;CESTA;OSTALO;TRÈENJE V OBJEKT;JASNO;GOST;SUHO;ASFALT;106411;468284;1;UDELEŽENEC;-1;;CELJE;SLOVENIJA;;PRAVNA OSEBA;;0;0;,00;,00
