ZaporednaStevilkaPN;KlasifikacijaNesrece;UpravnaEnotaStoritve;DatumPN;UraPN;VNaselju;Lokacija;VrstaCesteNaselja;SifraCesteNaselja;TekstCesteNaselja;SifraOdsekaUlice;TekstOdsekaUlice;StacionazaDogodka;OpisKraja;VzrokNesrece;TipNesrece;VremenskeOkoliscine;StanjePrometa;StanjeVozisca;VrstaVozisca;GeoKoordinataX;GeoKoordinataY;ZaporednaStevilkaOsebeVPN;Povzrocitelj;Starost;Spol;UEStalnegaPrebivalisca;Drzavljanstvo;PoskodbaUdelezenca;VrstaUdelezenca;UporabaVarnostnegaPasu;VozniskiStazVLetih;VozniskiStazVMesecih;VrednostAlkotesta;VrednostStrokovnegaPregleda
1;Z MATERIALNO ŠKODO;LITIJA;01.01.2026;4;NE;CESTA;GLAVNA CESTA II. REDA;00108;LJ ÈRNUÈE - ZIDANI MOST;01183;LITIJA-ZAGORJE;11500;CESTA;OSTALO;POVOŽENJE ŽIVALI;JASNO;REDEK;SUHO;ASFALT;106834;496973;1;UDELEŽENEC;51;ŽENSKI;LITIJA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;32;07;,00;,00
2;Z MATERIALNO ŠKODO;;01.01.2026;12;NE;CESTA;HITRA CESTA;000H5;ŠKOFIJE-KOPER-DRAGONJA;00457;PRIKLJUÈEK ŠKOFIJE;500;CESTA;NEPRILAGOJENA HITROST;OSTALO;JASNO;REDEK;VLAŽNO;ASFALT;48070;405176;1;UDELEŽENEC;-1;;CELJE;SLOVENIJA;;PRAVNA OSEBA;;0;0;,00;,00
2;Z MATERIALNO ŠKODO;;01.01.2026;12;NE;CESTA;HITRA CESTA;000H5;ŠKOFIJE-KOPER-DRAGONJA;00457;PRIKLJUÈEK ŠKOFIJE;500;CESTA;NEPRILAGOJENA HITROST;OSTALO;JASNO;REDEK;VLAŽNO;ASFALT;48070;405176;2;POVZROÈITELJ;40;MOŠKI;KOPER;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;16;11;,00;,00
3;Z MATERIALNO ŠKODO;JESENICE;01.01.2026;2;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;14022;RATEÈE;0;NI ODSEKOV;167;PARKIRNI PROSTOR;OSTALO;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;NEZNANO;REDEK;VLAŽNO;ASFALT;149553;402277;1;UDELEŽENEC;44;ŽENSKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;OSTALO;NE;0;0;,00;,00
4;Z MATERIALNO ŠKODO;;01.01.2026;20;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;41058;TRNJE-PIVKA;0;NI ODSEKOV;1;CESTA;OSTALO;POVOŽENJE ŽIVALI;OBLAÈNO;REDEK;VLAŽNO;ASFALT;60766;439160;1;UDELEŽENEC;25;ŽENSKI;POSTOJNA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;06;11;,00;,00
5;Z MATERIALNO ŠKODO;LJUBLJANA;01.01.2026;22;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;24073;MAJARONOVA ULICA;28;CESTA;PREMIKI Z VOZILOM;TRÈENJE V OBJEKT;DEŽEVNO;REDEK;MOKRO;ASFALT;102657;463146;1;POVZROÈITELJ;65;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;44;08;,00;,00
5;Z MATERIALNO ŠKODO;LJUBLJANA;01.01.2026;22;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;24073;MAJARONOVA ULICA;28;CESTA;PREMIKI Z VOZILOM;TRÈENJE V OBJEKT;DEŽEVNO;REDEK;MOKRO;ASFALT;102657;463146;2;;-1;;;SLOVENIJA;;;;0;0;,00;,00
6;Z MATERIALNO ŠKODO;NOVO MESTO;02.01.2026;11;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;38340;ZALOG-STRAŽA;0;NI ODSEKOV;3;CESTA;NEPRILAGOJENA HITROST;BOÈNO TRÈENJE;DEŽEVNO;REDEK;MOKRO;ASFALT;72722;509375;1;UDELEŽENEC;39;MOŠKI;DOMŽALE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;19;10;,00;,00
6;Z MATERIALNO ŠKODO;NOVO MESTO;02.01.2026;11;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;38340;ZALOG-STRAŽA;0;NI ODSEKOV;3;CESTA;NEPRILAGOJENA HITROST;BOÈNO TRÈENJE;DEŽEVNO;REDEK;MOKRO;ASFALT;72722;509375;2;POVZROÈITELJ;18;ŽENSKI;;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;00;10;,00;,00
7;Z MATERIALNO ŠKODO;LJUBLJANA;02.01.2026;18;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;26251;SREDNJA POT;2;CESTA;OSTALO;POVOŽENJE ŽIVALI;NEZNANO;NEZNANO;OSTALO;OSTALO;100472;467104;1;UDELEŽENEC;38;MOŠKI;;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;0;0;,00;,00
8;Z MATERIALNO ŠKODO;RADOVLJICA;02.01.2026;16;DA;CESTA;TURISTIÈNA CESTA;00909;BOH.BISTRICA-PETROVO BRDO;01125;BOH.BISTRICA-VRESJE;7500;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;MEGLA;TEKOÈ (NORMALEN);VLAŽNO;ASFALT;126652;424058;1;POVZROÈITELJ;60;MOŠKI;NOVA GORICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;35;10;,00;,00
9;Z MATERIALNO ŠKODO;DOMŽALE;02.01.2026;18;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;06002;BLAGOVICA;0;NI ODSEKOV;34;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;115300;485480;1;POVZROÈITELJ;52;MOŠKI;DOMŽALE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;33;11;,00;,00
10;Z LAŽJO TELESNO POŠKODBO;DOMŽALE;03.01.2026;2;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00667;TROJANE-BLAGOVICA;350;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;OBLAÈNO;REDEK;SNEŽENO - NEPLUŽENO;ASFALT;115877;489048;1;POVZROÈITELJ;30;ŽENSKI;MARIBOR;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;09;02;,00;,00
11;Z MATERIALNO ŠKODO;DOMŽALE;02.01.2026;10;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;06062;LUKOVICA PRI DOMŽALAH;00001;TROJANSKA CESTA;11;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OSTALO;OBLAÈNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;116457;490954;1;UDELEŽENEC;24;MOŠKI;;SRBIJA;BREZ POŠKODBE;VOZNIK AVTOBUSA;DA;0;0;,00;,00
12;Z MATERIALNO ŠKODO;ORMOŽ;02.01.2026;21;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;39080;ŽEROVINCI;0;NI ODSEKOV;25;PARKIRNI PROSTOR;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;VETER;REDEK;VLAŽNO;ASFALT;151637;588832;1;POVZROÈITELJ;55;MOŠKI;LJUTOMER;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;33;08;,00;,00
13;Z MATERIALNO ŠKODO;;03.01.2026;4;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;13002;DOBRAVA-IZOLA;0;NI ODSEKOV;26;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;PREVRNITEV VOZILA;NEZNANO;NEZNANO;MOKRO;ASFALT;43964;392725;1;POVZROÈITELJ;43;ŽENSKI;IZOLA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NE;25;0;,00;,00
14;Z MATERIALNO ŠKODO;LJUBLJANA;02.01.2026;18;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;26118;PREGLOV TRG;3;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OPLAŽENJE;OBLAÈNO;TEKOÈ (NORMALEN);SUHO;ASFALT;101839;465941;1;UDELEŽENEC;34;ŽENSKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;OSTALO;NE;0;0;,00;,00
15;Z MATERIALNO ŠKODO;GROSUPLJE;03.01.2026;12;NE;CESTA;AVTOCESTA;000A2;KARAVANKE-LJ-NM-OBREŽJE;00022;GROSUPLJE-IVANÈNA GORICA;2500;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;OBLAÈNO;TEKOÈ (NORMALEN);VLAŽNO;ASFALT;92079;475662;1;;-1;;CELJE;SLOVENIJA;;;;0;0;,00;,00
15;Z MATERIALNO ŠKODO;GROSUPLJE;03.01.2026;12;NE;CESTA;AVTOCESTA;000A2;KARAVANKE-LJ-NM-OBREŽJE;00022;GROSUPLJE-IVANÈNA GORICA;2500;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;OBLAÈNO;TEKOÈ (NORMALEN);VLAŽNO;ASFALT;92079;475662;2;POVZROÈITELJ;36;ŽENSKI;;ITALIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;16;10;,00;,00
16;Z MATERIALNO ŠKODO;LJUBLJANA;03.01.2026;14;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;28077;JURÈKOVA CESTA;7;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;ÈELNO TRÈENJE;OBLAÈNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;99311;462469;1;UDELEŽENEC;87;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;63;02;,00;,00
16;Z MATERIALNO ŠKODO;LJUBLJANA;03.01.2026;14;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;28077;JURÈKOVA CESTA;7;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;ÈELNO TRÈENJE;OBLAÈNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;99311;462469;2;POVZROÈITELJ;24;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;02;00;,00;,00
17;Z MATERIALNO ŠKODO;DOMŽALE;03.01.2026;15;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00067;TROJANE-BLAGOVICA;6000;CESTA;OSTALO;BOÈNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;115494;486883;1;POVZROÈITELJ;48;MOŠKI;;ROMUNIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;22;04;,00;,00
18;Z MATERIALNO ŠKODO;JESENICE;03.01.2026;14;NE;CESTA;REGIONALNA CESTA;00202;RATEÈE - PODKOREN;00233;RATEÈE-PODKOREN;1000;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;OPLAŽENJE;JASNO;GOST;MOKRO;ASFALT;151336;402786;1;UDELEŽENEC;44;MOŠKI;;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;0;0;,00;,00
18;Z MATERIALNO ŠKODO;JESENICE;03.01.2026;14;NE;CESTA;REGIONALNA CESTA;00202;RATEÈE - PODKOREN;00233;RATEÈE-PODKOREN;1000;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;OPLAŽENJE;JASNO;GOST;MOKRO;ASFALT;151336;402786;2;UDELEŽENEC;32;MOŠKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;0;0;,00;,00
18;Z MATERIALNO ŠKODO;JESENICE;03.01.2026;14;NE;CESTA;REGIONALNA CESTA;00202;RATEÈE - PODKOREN;00233;RATEÈE-PODKOREN;1000;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;OPLAŽENJE;JASNO;GOST;MOKRO;ASFALT;151336;402786;3;POVZROÈITELJ;78;MOŠKI;;AVSTRIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;0;0;,00;,00
19;Z MATERIALNO ŠKODO;TREBNJE;03.01.2026;12;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;57044;DOLENJI PODBORŠT PRI TREB;0;NI ODSEKOV;50;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;OBLAÈNO;REDEK;MOKRO;ASFALT;84362;502004;1;UDELEŽENEC;56;MOŠKI;BREŽICE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;31;03;,00;,00
19;Z MATERIALNO ŠKODO;TREBNJE;03.01.2026;12;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;57044;DOLENJI PODBORŠT PRI TREB;0;NI ODSEKOV;50;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;OBLAÈNO;REDEK;MOKRO;ASFALT;84362;502004;2;POVZROÈITELJ;36;MOŠKI;;ITALIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;17;08;,00;,00
20;Z MATERIALNO ŠKODO;SLOVENSKA BISTRICA;03.01.2026;4;NE;CESTA;REGIONALNA CESTA III. REDA;00688;SL.KONJICE-ŽIÈE-MAJŠPERK;01233;POLJÈANE-MAJŠPERK;12000;CESTA;NEPRILAGOJENA HITROST;OSTALO;OBLAÈNO;REDEK;SNEŽENO - NEPLUŽENO;ASFALT;132931;553416;1;POVZROÈITELJ;33;ŽENSKI;;SEVERNA MAKEDONIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;01;06;,00;,00
21;Z MATERIALNO ŠKODO;AJDOVŠÈINA;03.01.2026;18;NE;CESTA;REGIONALNA CESTA II. REDA;00444;RAZDRTO-SELO-ROŽNA DOLINA;00347;SELO-NOVA GORICA;2800;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;OBLAÈNO;REDEK;MOKRO;ASFALT;86299;404401;1;POVZROÈITELJ;44;MOŠKI;NOVA GORICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;0;0;1,12;,00
22;Z MATERIALNO ŠKODO;VRHNIKA;03.01.2026;18;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00653;VRHNIKA-LOGATEC;3000;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;SNEG;TEKOÈ (NORMALEN);MOKRO;ASFALT;89813;445101;1;UDELEŽENEC;32;MOŠKI;IDRIJA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;14;03;,00;,00
22;Z MATERIALNO ŠKODO;VRHNIKA;03.01.2026;18;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00653;VRHNIKA-LOGATEC;3000;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRÈENJE;SNEG;TEKOÈ (NORMALEN);MOKRO;ASFALT;89813;445101;2;POVZROÈITELJ;55;MOŠKI;LJUBLJANA;UKRAJINA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;35;03;,00;,00
23;Z LAŽJO TELESNO POŠKODBO;SEŽANA;03.01.2026;12;NE;CESTA;GLAVNA CESTA;00007;STAROD - KRVAVI POTOK;00354;OBROV-KOZINA;11475;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;TRÈENJE V OBJEKT;OBLAÈNO;TEKOÈ (NORMALEN);VLAŽNO;ASFALT;51211;419510;1;UDELEŽENEC;9;MOŠKI;;HRVAŠKA;LAŽJA TELESNA POŠKODBA;POTNIK;DA;0;0;,00;,00
23;Z LAŽJO TELESNO POŠKODBO;SEŽANA;03.01.2026;12;NE;CESTA;GLAVNA CESTA;00007;STAROD - KRVAVI POTOK;00354;OBROV-KOZINA;11475;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;TRÈENJE V OBJEKT;OBLAÈNO;TEKOÈ (NORMALEN);VLAŽNO;ASFALT;51211;419510;2;POVZROÈITELJ;72;MOŠKI;;ITALIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;31;10;,00;,00
24;Z MATERIALNO ŠKODO;SLOVENSKA BISTRICA;04.01.2026;6;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;50122;ZGORNJA POLSKAVA;00007;JAVERNIŠKA ULICA;2;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;OBLAÈNO;NEZNANO;POLEDENELO - NEPOSIPANO;ASFALT;142116;546345;1;UDELEŽENEC;57;ŽENSKI;;SLOVENIJA;BREZ POŠKODBE;OSTALO;NEZNANO;0;0;,00;,00
24;Z MATERIALNO ŠKODO;SLOVENSKA BISTRICA;04.01.2026;6;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;50122;ZGORNJA POLSKAVA;00007;JAVERNIŠKA ULICA;2;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;OBLAÈNO;NEZNANO;POLEDENELO - NEPOSIPANO;ASFALT;142116;546345;2;POVZROÈITELJ;27;ŽENSKI;SLOVENSKA BISTRICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;08;11;,00;,00
25;Z LAŽJO TELESNO POŠKODBO;RADOVLJICA;02.01.2026;17;NE;CESTA;REGIONALNA CESTA;00209;LESCE-BLED-BOH.BIS-JEZERO;01090;SOTESKA-BITNJE;2600;ŽELEZNIŠKI PREHOD;PREMIKI Z VOZILOM;NALETNO TRÈENJE;OBLAÈNO;REDEK;SUHO;MAKADAM;127828;424850;1;POVZROÈITELJ;49;ŽENSKI;GROSUPLJE;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;31;07;,00;,00
26;Z MATERIALNO ŠKODO;NOVO MESTO;03.01.2026;19;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;38201;NOVO MESTO;00140;FINŽGARJEVA ULICA;2;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;DEŽEVNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;72222;512825;1;UDELEŽENEC;80;MOŠKI;NOVO MESTO;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;60;08;,00;,00
26;Z MATERIALNO ŠKODO;NOVO MESTO;03.01.2026;19;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;38201;NOVO MESTO;00140;FINŽGARJEVA ULICA;2;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;DEŽEVNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;72222;512825;2;POVZROÈITELJ;18;MOŠKI;NOVO MESTO;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;00;02;,00;,00
27;Z MATERIALNO ŠKODO;LJUBLJANA;04.01.2026;14;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;25175;TRG OSVOBODILNE FRONTE;7;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;TEKOÈ (NORMALEN);SUHO;TLAKOVANO VOZIŠÈE;102123;462247;1;POVZROÈITELJ;51;MOŠKI;;KOSOVO;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;0;0;,00;,00
27;Z MATERIALNO ŠKODO;LJUBLJANA;04.01.2026;14;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;25001;LJUBLJANA;25175;TRG OSVOBODILNE FRONTE;7;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;TEKOÈ (NORMALEN);SUHO;TLAKOVANO VOZIŠÈE;102123;462247;2;UDELEŽENEC;59;ŽENSKI;LITIJA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;0;0;,00;,00
28;Z MATERIALNO ŠKODO;;04.01.2026;9;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00055;UNEC-POSTOJNA;7503;CESTA;OSTALO;NALETNO TRÈENJE;JASNO;GOST;MOKRO;ASFALT;71757;439528;1;UDELEŽENEC;42;MOŠKI;RIBNICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;22;00;,00;,00
28;Z MATERIALNO ŠKODO;;04.01.2026;9;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00055;UNEC-POSTOJNA;7503;CESTA;OSTALO;NALETNO TRÈENJE;JASNO;GOST;MOKRO;ASFALT;71757;439528;2;UDELEŽENEC;23;ŽENSKI;GROSUPLJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;02;01;,00;,00
28;Z MATERIALNO ŠKODO;;04.01.2026;9;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00055;UNEC-POSTOJNA;7503;CESTA;OSTALO;NALETNO TRÈENJE;JASNO;GOST;MOKRO;ASFALT;71757;439528;3;POVZROÈITELJ;56;NEZNAN;;ROMUNIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;20;08;,00;,00
29;Z MATERIALNO ŠKODO;;04.01.2026;12;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00055;UNEC-POSTOJNA;2750;CESTA;NEPRILAGOJENA HITROST;OSTALO;JASNO;ZASTOJI;VLAŽNO;ASFALT;74104;443362;1;POVZROÈITELJ;67;MOŠKI;;ITALIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;47;03;,00;,00
29;Z MATERIALNO ŠKODO;;04.01.2026;12;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00055;UNEC-POSTOJNA;2750;CESTA;NEPRILAGOJENA HITROST;OSTALO;JASNO;ZASTOJI;VLAŽNO;ASFALT;74104;443362;2;UDELEŽENEC;20;MOŠKI;CERKNICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;02;01;,00;,00
29;Z MATERIALNO ŠKODO;;04.01.2026;12;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00055;UNEC-POSTOJNA;2750;CESTA;NEPRILAGOJENA HITROST;OSTALO;JASNO;ZASTOJI;VLAŽNO;ASFALT;74104;443362;3;UDELEŽENEC;56;MOŠKI;;BOSNA IN HERCEGOVINA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;30;10;,00;,00
29;Z MATERIALNO ŠKODO;;04.01.2026;12;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00055;UNEC-POSTOJNA;2750;CESTA;NEPRILAGOJENA HITROST;OSTALO;JASNO;ZASTOJI;VLAŽNO;ASFALT;74104;443362;4;UDELEŽENEC;46;MOŠKI;;ŠVICA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;27;03;,00;,00
30;Z MATERIALNO ŠKODO;GROSUPLJE;04.01.2026;16;NE;CESTA;AVTOCESTA;000A2;KARAVANKE-LJ-NM-OBREŽJE;00022;GROSUPLJE-IVANÈNA GORICA;2450;CESTA;NEPRILAGOJENA HITROST;BOÈNO TRÈENJE;OBLAÈNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;92103;475617;1;;-1;;CELJE;SLOVENIJA;;;;0;0;,00;,00
30;Z MATERIALNO ŠKODO;GROSUPLJE;04.01.2026;16;NE;CESTA;AVTOCESTA;000A2;KARAVANKE-LJ-NM-OBREŽJE;00022;GROSUPLJE-IVANÈNA GORICA;2450;CESTA;NEPRILAGOJENA HITROST;BOÈNO TRÈENJE;OBLAÈNO;TEKOÈ (NORMALEN);MOKRO;ASFALT;92103;475617;2;POVZROÈITELJ;31;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;13;04;,00;,00
31;Z MATERIALNO ŠKODO;;04.01.2026;14;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;64016;HOÈKO POHORJE;0;NI ODSEKOV;49;CESTA;NEPRILAGOJENA HITROST;ÈELNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SNEŽENO - PLUŽENO;MAKADAM;152212;545656;1;POVZROÈITELJ;31;MOŠKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK ŠTIRIKOLESA;DA;13;03;,00;,00
31;Z MATERIALNO ŠKODO;;04.01.2026;14;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;64016;HOÈKO POHORJE;0;NI ODSEKOV;49;CESTA;NEPRILAGOJENA HITROST;ÈELNO TRÈENJE;JASNO;TEKOÈ (NORMALEN);SNEŽENO - PLUŽENO;MAKADAM;152212;545656;2;UDELEŽENEC;52;MOŠKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;32;06;,00;,00
32;Z MATERIALNO ŠKODO;MARIBOR;03.01.2026;16;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64051;RAÈE-RAÈE-FRAM;00028;PTUJSKA CESTA;133;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;OBLAÈNO;REDEK;SUHO;ASFALT;145155;553261;1;UDELEŽENEC;41;ŽENSKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;18;00;,00;,00
32;Z MATERIALNO ŠKODO;MARIBOR;03.01.2026;16;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64051;RAÈE-RAÈE-FRAM;00028;PTUJSKA CESTA;133;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;OBLAÈNO;REDEK;SUHO;ASFALT;145155;553261;2;UDELEŽENEC;59;MOŠKI;;NEMÈIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;41;03;,04;,00
